"filename", "language", "XML", "JSON", "C#", "comment", "blank", "total"
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Controls\CodeInputControl.xaml", "XML", 9, 0, 0, 1, 3, 13
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Controls\CodeInputControl.xaml.cs", "C#", 0, 0, 208, 11, 43, 262
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Controls\IncomingLinkBanner.xaml", "XML", 26, 0, 0, 0, 4, 30
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Controls\IncomingLinkBanner.xaml.cs", "C#", 0, 0, 62, 4, 14, 80
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Controls\LimitedModeBanner.xaml", "XML", 33, 0, 0, 3, 5, 41
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Controls\LimitedModeBanner.xaml.cs", "C#", 0, 0, 37, 4, 9, 50
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Controls\PasswordStrengthBar.xaml", "XML", 19, 0, 0, 0, 3, 22
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Controls\PasswordStrengthBar.xaml.cs", "C#", 0, 0, 107, 11, 24, 142
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Controls\RangeSlider.xaml", "XML", 74, 0, 0, 0, 9, 83
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Controls\RangeSlider.xaml.cs", "C#", 0, 0, 107, 4, 25, 136
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Graphics\MiniChartDataPoint.cs", "C#", 0, 0, 18, 17, 7, 42
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Graphics\MiniGlucoseChartDrawable.cs", "C#", 0, 0, 150, 59, 46, 255
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Modals\InviteCodeBottomSheet.xaml", "XML", 47, 0, 0, 3, 9, 59
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Modals\InviteCodeBottomSheet.xaml.cs", "C#", 0, 0, 46, 4, 9, 59
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Modals\LockedFeatureBottomSheet.xaml", "XML", 43, 0, 0, 7, 11, 61
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Modals\LockedFeatureBottomSheet.xaml.cs", "C#", 0, 0, 50, 4, 11, 65
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\AccessManagementPage.xaml", "XML", 164, 0, 0, 0, 21, 185
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\AccessManagementPage.xaml.cs", "C#", 0, 0, 17, 0, 5, 22
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\AddSnackDialog.xaml", "XML", 148, 0, 0, 0, 9, 157
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\AddSnackDialog.xaml.cs", "C#", 0, 0, 33, 15, 11, 59
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\BackpackPage.xaml", "XML", 109, 0, 0, 0, 6, 115
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\BackpackPage.xaml.cs", "C#", 0, 0, 32, 2, 8, 42
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\ChartPage.xaml", "XML", 394, 0, 0, 52, 78, 524
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\ChartPage.xaml.cs", "C#", 0, 0, 75, 7, 19, 101
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\DiabetesSettingsPage.xaml", "XML", 140, 0, 0, 16, 23, 179
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\DiabetesSettingsPage.xaml.cs", "C#", 0, 0, 22, 11, 6, 39
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\EditProfilePage.xaml", "XML", 151, 0, 0, 16, 22, 189
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\EditProfilePage.xaml.cs", "C#", 0, 0, 45, 12, 9, 66
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\HelpAlertPage.xaml", "XML", 153, 0, 0, 10, 21, 184
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\HelpAlertPage.xaml.cs", "C#", 0, 0, 12, 7, 5, 24
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\HistoryPage.xaml", "XML", 351, 0, 0, 19, 59, 429
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\HistoryPage.xaml.cs", "C#", 0, 0, 24, 4, 7, 35
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\LoginPage.xaml", "XML", 94, 0, 0, 7, 13, 114
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\LoginPage.xaml.cs", "C#", 0, 0, 10, 0, 3, 13
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\MainPage.xaml", "XML", 146, 0, 0, 0, 11, 157
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\MainPage.xaml.cs", "C#", 0, 0, 71, 25, 19, 115
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\OnboardingPage.xaml", "XML", 135, 0, 0, 0, 21, 156
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\OnboardingPage.xaml.cs", "C#", 0, 0, 10, 0, 3, 13
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\ProfilePage.xaml", "XML", 296, 0, 0, 0, 31, 327
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\ProfilePage.xaml.cs", "C#", 0, 0, 149, 18, 27, 194
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\RecommendationModal.xaml", "XML", 164, 0, 0, 17, 28, 209
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\RecommendationModal.xaml.cs", "C#", 0, 0, 12, 7, 5, 24
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\RegisterPage.xaml", "XML", 167, 0, 0, 11, 24, 202
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\RegisterPage.xaml.cs", "C#", 0, 0, 14, 0, 4, 18
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\SchedulePage.xaml", "XML", 155, 0, 0, 0, 11, 166
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\SchedulePage.xaml.cs", "C#", 0, 0, 55, 13, 14, 82
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\SwipeablePage.cs", "C#", 0, 0, 43, 6, 10, 59
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\VerifyPage.xaml", "XML", 69, 0, 0, 6, 12, 87
"c:\Users\jarrh\source\repos\SugarGuard.Junior\SugarGuard.Junior\Views\Pages\VerifyPage.xaml.cs", "C#", 0, 0, 27, 4, 8, 39
"Total", "-", 5878, 8, 18733, 6270, 5054, 35943
